게임 이름,플랫폼 이름,이미지,원가,할인율,할인가,장르,연령 등급,유저 평점,유저 리뷰,사이트 URL
Dead by Daylight - End Transmission Chapter,Steam,https://image.directg.net/upload/product/goods_1753261346_simg.jpg,"\8,500",51%,"\4,200",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005593
Dordogne,Steam,https://image.directg.net/upload/product/goods_1686620458_simg.jpg,"\17,800",할인 없음,"\17,800",어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004208
Daydream: Forgotten Sorrow,Steam,https://image.directg.net/upload/product/goods_1686711619_simg.jpg,"\20,500",3%,"\19,800",퍼즐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004211
Metal: Hellsinger - Essential Hits Pack,Steam,https://image.directg.net/upload/product/goods_1686646865_simg.jpg,"\11,500",9%,"\10,500",액션/어드벤쳐,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004209
Loop8: Summer of Gods,Steam,https://image.directg.net/upload/product/goods_1713413184_simg.jpg,"\42,000",10%,"\38,000",롤플레잉,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004692
Tank Mechanic Simulator - Shermans DLC,Steam,https://image.directg.net/upload/product/goods_1721196289_simg.jpg,"\10,000",12%,"\8,800",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004838
Street Fighter 6 - Year 1 Ultimate Pass,Steam,https://image.directg.net/upload/product/goods_1718606773_simg.jpg,"\54,800",16%,"\46,000",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004786
Street Fighter 6 - Year 1 Character Pass,Steam,https://image.directg.net/upload/product/goods_1718606889_simg.jpg,"\34,800",14%,"\29,800",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004787
Street Fighter 6,Steam,https://image.directg.net/upload/product/goods_1679472152_simg.jpg,가격 정보 없음,할인 없음,가격 정보 없음,액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004061
Killer Frequency,Steam,https://image.directg.net/upload/product/goods_1685525107_simg.jpg,"\27,800",7%,"\25,800",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50004184
A Street Cat's Tale 2,Steam,https://image.directg.net/upload/product/goods_1687244176_simg.jpg,"\14,900",할인 없음,"\14,900",어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004224
Etrian Odyssey HD,Steam,https://image.directg.net/upload/product/goods_1678944164_simg.jpg,"\39,800",12%,"\35,000",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004045
Etrian Odyssey II HD,Steam,https://image.directg.net/upload/product/goods_1678944874_simg.jpg,"\39,800",12%,"\35,000",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004046
Etrian Odyssey III HD,Steam,https://image.directg.net/upload/product/goods_1678945129_simg.jpg,"\39,800",12%,"\35,000",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004047
Etrian Odyssey Origins Collection,Steam,https://image.directg.net/upload/product/goods_1678946451_simg.jpg,"\80,000",10%,"\72,000",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004048
DJMAX RESPECT V - V EXTENSION IV PACK,Steam,https://image.directg.net/upload/product/goods_1686559199_simg.jpg,"\24,800",81%,"\4,700",시뮬레이션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004204
DJMAX RESPECT V - V EXTENSION IV Original Soundtrack,Steam,https://image.directg.net/upload/product/goods_1686559530_simg.jpg,"\9,800",83%,"\1,700",시뮬레이션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004205
Vampire: The Masquerade – Swansong,Steam,https://image.directg.net/upload/product/goods_1684462734_simg.jpg,"\51,000",2%,"\49,800",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50004165
Tale of Immortal - Ground of No Return,Steam,https://image.directg.net/upload/product/goods_1735522824_simg.jpg,"\3,400",할인 없음,"\3,400",액션/RPG,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005147
The Shape of Things,Steam,https://image.directg.net/upload/product/goods_1712111645_simg.jpg,"\7,500",8%,"\6,900",퍼즐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004167
The Lord of the Rings: Gollum,Steam,https://image.directg.net/upload/product/goods_1681724069_simg.jpg,"\59,000",10%,"\53,000",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004125
The Lord of the Rings: Gollum - Precious Edition,Steam,https://image.directg.net/upload/product/goods_1681780126_simg.jpg,"\69,000",10%,"\62,000",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004126
BATSUGUN Saturn Tribute Boosted,Steam,https://image.directg.net/upload/product/goods_1684460028_simg.jpg,"\38,500",할인 없음,"\38,500",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004163
Vampire: The Masquerade – Swansong PRIMOGEN Edition,Steam,https://image.directg.net/upload/product/goods_1684463029_simg.jpg,"\63,000",5%,"\59,800",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50004166
After Us,Steam,https://image.directg.net/upload/product/goods_1753341022_simg.jpg,"\32,000",7%,"\29,800",어드벤쳐,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50005616
Miasma Chronicles,Epic Games,https://image.directg.net/upload/product/goods_1687242554_simg.jpg,"\37,500",할인 없음,"\37,500",전략/시뮬레이션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004222
"Warhammer 40,000: Boltgun",Steam,https://image.directg.net/upload/product/goods_1700549535_simg.jpg,"\24,800",할인 없음,"\24,800",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50004486
Cities: Skylines - Hotels & Retreats,Steam,https://image.directg.net/upload/product/goods_1684387824_simg.jpg,"\9,000",9%,"\8,200",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004156
Cities: Skylines - Content Creator Pack: Brooklyn & Queens,Steam,https://image.directg.net/upload/product/goods_1684388250_simg.jpg,"\7,000",11%,"\6,200",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004157
Cities: Skylines - Content Creator Pack: Industrial Evolution,Steam,https://image.directg.net/upload/product/goods_1684388519_simg.jpg,"\7,000",11%,"\6,200",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004158
Cities: Skylines - Content Creator Pack: Railroads of Japan,Steam,https://image.directg.net/upload/product/goods_1684390591_simg.jpg,"\7,000",11%,"\6,200",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004159
Cities: Skylines - 90's Pop Radio,Steam,https://image.directg.net/upload/product/goods_1684390854_simg.jpg,"\4,500",9%,"\4,100",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004160
Cities: Skylines - Piano Tunes Radio,Steam,https://image.directg.net/upload/product/goods_1684390965_simg.jpg,"\4,500",9%,"\4,100",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004161
Cities: Skylines - Hotels & Retreats Bundle,Steam,https://image.directg.net/upload/product/goods_1684391455_simg.jpg,"\33,000",10%,"\29,800",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004162
Miasma Chronicles,Steam,https://image.directg.net/upload/product/goods_1687242361_simg.jpg,"\37,500",할인 없음,"\37,500",전략/시뮬레이션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004221
Victoria 3: Voice of the People,Steam,https://image.directg.net/upload/product/goods_1682304724_simg.jpg,"\17,000",9%,"\15,400",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004131
LEGO 2K Drive,Steam,https://image.directg.net/upload/product/goods_1680164754_simg.jpg,"\34,800",9%,"\31,800",레이싱/스포츠,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004085
LEGO 2K Drive,Epic Games,https://image.directg.net/upload/product/goods_1680489015_simg.jpg,"\34,800",9%,"\31,800",레이싱/스포츠,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004094
V Rising - Sinister Evolution Pack,Steam,https://image.directg.net/upload/product/goods_1731996897_simg.jpg,"\11,000",30%,"\7,700",액션/어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50005084
Session: Skate Sim - Waterpark & Chris Cole,Steam,https://image.directg.net/upload/product/goods_1684370888_simg.jpg,"\14,500",9%,"\13,200",시뮬레이션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004155
Tin Hearts,Steam,https://image.directg.net/upload/product/goods_1703035568_simg.jpg,"\21,500",8%,"\19,800",퍼즐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004523
Crusader Kings III: Tours & Tournaments,Steam,https://image.directg.net/upload/product/goods_1681109614_simg.jpg,"\33,000",10%,"\29,800",전략,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50004110
TT Isle Of Man: Ride on the Edge 3,Steam,https://image.directg.net/upload/product/goods_1683005825_simg.jpg,"\53,000",19%,"\43,000",레이싱/스포츠,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004143
TT Isle Of Man: Ride on the Edge 3 - Racing Fan Edition,Steam,https://image.directg.net/upload/product/goods_1683006817_simg.jpg,"\63,000",19%,"\51,000",레이싱/스포츠,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004144
Occupy Mars: The Game,Steam,https://image.directg.net/upload/product/goods_1711443196_simg.jpg,"\27,000",10%,"\24,200",시뮬레이션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004655
Stellaris: Galactic Paragons,Steam,https://image.directg.net/upload/product/goods_1683187129_simg.jpg,"\17,000",9%,"\15,400",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004145
Serial Cleaners - Dino Park,Steam,https://image.directg.net/upload/product/goods_1687241904_simg.jpg,"\10,200",할인 없음,"\10,200",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50004220
Darkest Dungeon II: The Soundtrack,Steam,https://image.directg.net/upload/product/goods_1710467623_simg.jpg,"\11,000",55%,"\4,900",롤플레잉,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004635
Darkest Dungeon II,Steam,https://image.directg.net/upload/product/goods_1700104700_simg.jpg,"\42,000",58%,"\17,800",롤플레잉,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004476
Age of Wonders 4,Steam,https://image.directg.net/upload/product/goods_1677805672_simg.jpg,"\55,000",20%,"\44,000",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004019
Age of Wonders 4: Premium Edition,Steam,https://image.directg.net/upload/product/goods_1677806689_simg.jpg,"\99,000",21%,"\78,000",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004020
Age of Wonders 4: Expansion Pass 1,Steam,https://image.directg.net/upload/product/goods_1736903693_simg.jpg,"\54,700",20%,"\44,000",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004146
Redfall,Steam,https://image.directg.net/upload/product/goods_1731474681_simg.jpg,"\46,900",9%,"\42,800",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005063
City of Beats,Steam,https://image.directg.net/upload/product/goods_1682997110_simg.jpg,"\21,500",8%,"\19,800",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004142
LIVE A LIVE,Steam,https://image.directg.net/upload/product/goods_1680505568_simg.jpg,"\59,800",할인 없음,"\59,800",롤플레잉,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004101
Mail Time,Steam,https://image.directg.net/upload/product/goods_1682560316_simg.jpg,"\21,500",8%,"\19,800",어드벤쳐,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004139
Bramble: The Mountain King,Steam,https://image.directg.net/upload/product/goods_1681189345_simg.jpg,"\32,000",7%,"\29,800",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50004118
Dungeon Drafters,Steam,https://image.directg.net/upload/product/goods_1682660813_simg.jpg,"\27,000",8%,"\24,800",롤플레잉,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004141
Afterimage,Steam,https://image.directg.net/upload/product/goods_1679385491_simg.jpg,"\27,000",8%,"\24,800",액션/어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004058
Strayed Lights,Steam,https://image.directg.net/upload/product/goods_1681880733_simg.jpg,"\27,000",8%,"\24,800",액션/어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004127
Strayed Lights Deluxe Edition,Steam,https://image.directg.net/upload/product/goods_1681881820_simg.jpg,"\32,400",8%,"\29,800",액션/어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004128
Dead Island 2 Pulp Edition,Epic Games,https://image.directg.net/upload/product/goods_1678869671_simg.jpg,"\50,700",5%,"\48,000",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50004044
Stray Blade,Steam,https://image.directg.net/upload/product/goods_1681890754_simg.jpg,"\21,500",할인 없음,"\21,500",액션/어드벤쳐,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004129
Stray Blade,Epic Games,https://image.directg.net/upload/product/goods_1687242711_simg.jpg,"\21,500",할인 없음,"\21,500",액션/어드벤쳐,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50004223
Teslagrad 2,Steam,https://image.directg.net/upload/product/goods_1680486636_simg.jpg,"\21,500",8%,"\19,800",어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004092
Teslagrad Power Pack Edition (Teslagrad Remastered & Teslagrad 2),Steam,https://image.directg.net/upload/product/goods_1681954522_simg.jpg,"\32,400",12%,"\28,600",어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004093
Teslagrad Remastered,Steam,https://image.directg.net/upload/product/goods_1682055566_simg.jpg,"\10,900",10%,"\9,800",어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004130
Europa Universalis IV: Domination,Steam,https://image.directg.net/upload/product/goods_1679968369_simg.jpg,"\22,000",10%,"\19,800",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004064
God of Rock,Steam,https://image.directg.net/upload/product/goods_1688438205_simg.jpg,"\32,000",7%,"\29,800",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004244
DE-EXIT - Eternal Matters,Steam,https://image.directg.net/upload/product/goods_1698728386_simg.jpg,"\20,500",57%,"\8,800",액션/어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004436
