게임 이름,원가,할인가,사이트 URL,할인율,유저 평점,유저 리뷰,플랫폼 이름,이미지,장르,연령 등급
Destiny 2: Year of Prophecy Ultimate Edition,"\109,900","\101,800",https://directg.net/game/game_page.html?product_code=50005424,7%,,,Steam,https://image.directg.net/upload/product/goods_1747619894_simg.jpg,액션/어드벤쳐,15세 이용가
Dungeons & Dragons Neverwinter Nights 2: Enhanced Edition,"\32,000","\29,800",https://directg.net/game/game_page.html?product_code=50005539,7%,,,Steam,https://image.directg.net/upload/product/goods_1751264694_simg.jpg,액션/어드벤쳐,15세 이용가
Destiny 2: Legacy Collection (2025),"\77,500","\72,000",https://directg.net/game/game_page.html?product_code=50005577,7%,,,Steam,https://image.directg.net/upload/product/goods_1752629380_simg.jpg,액션/어드벤쳐,15세 이용가
EDENS ZERO,"\95,200","\79,800",https://directg.net/game/game_page.html?product_code=50005490,16%,,,Steam,https://image.directg.net/upload/product/goods_1749782222_simg.jpg,액션/RPG,15세 이용가
EDENS ZERO Deluxe Edition,"\111,100","\92,800",https://directg.net/game/game_page.html?product_code=50005491,16%,,,Steam,https://image.directg.net/upload/product/goods_1749782276_simg.jpg,액션/RPG,15세 이용가
Every Day We Fight,"\29,900","\29,900",https://directg.net/game/game_page.html?product_code=50005548,0%,,,Steam,https://image.directg.net/upload/product/goods_1751596288_simg.jpg,액션/RPG,15세 이용가
Ruffy and the Riverside,"\26,400","\24,800",https://directg.net/game/game_page.html?product_code=50005536,6%,,,Steam,https://image.directg.net/upload/product/goods_1750931995_simg.jpg,액션/어드벤쳐,전체 이용가
Medieval Dynasty - Echoes of Nature,"\6,900","\5,900",https://directg.net/game/game_page.html?product_code=50005547,14%,,,Steam,https://image.directg.net/upload/product/goods_1751593324_simg.jpg,롤플레잉,19세 이용가
Dungeons 4 - Tales from the Campfire,"\12,900","\12,900",https://directg.net/game/game_page.html?product_code=50005512,0%,,,Steam,https://image.directg.net/upload/product/goods_1750385518_simg.jpg,전략/시뮬레이션,19세 이용가
Shambles: Sons of Apocalypse,"\21,500","\19,800",https://directg.net/game/game_page.html?product_code=50005534,8%,,,Steam,https://image.directg.net/upload/product/goods_1750914810_simg.jpg,액션/시뮬레이션,12세 이용가
Railway Empire 2 - Industrial Wonders,"\12,900","\12,900",https://directg.net/game/game_page.html?product_code=50005511,0%,,,Steam,https://image.directg.net/upload/product/goods_1750383968_simg.jpg,시뮬레이션,15세 이용가
REMATCH,"\32,000","\29,800",https://directg.net/game/game_page.html?product_code=50005492,7%,,,Steam,https://image.directg.net/upload/product/goods_1750039314_simg.jpg,스포츠,전체 이용가
REMATCH - PRO EDITION,"\42,700","\39,800",https://directg.net/game/game_page.html?product_code=50005493,7%,,,Steam,https://image.directg.net/upload/product/goods_1750039508_simg.jpg,스포츠,전체 이용가
REMATCH - ELITE EDITION,"\49,800","\46,500",https://directg.net/game/game_page.html?product_code=50005494,7%,,,Steam,https://image.directg.net/upload/product/goods_1750039677_simg.jpg,스포츠,전체 이용가
DJMAX RESPECT V - V LIBERTY III PACK,"\29,800","\27,500",https://directg.net/game/game_page.html?product_code=50005502,8%,,,Steam,https://image.directg.net/upload/product/goods_1750302465_simg.jpg,시뮬레이션,15세 이용가
Architect Life: A House Design Simulator,"\32,000","\29,800",https://directg.net/game/game_page.html?product_code=50005505,7%,,,Steam,https://image.directg.net/upload/product/goods_1750322692_simg.jpg,시뮬레이션,전체 이용가
Architect Life: A House Design Simulator - Supporter Edition,"\42,000","\39,800",https://directg.net/game/game_page.html?product_code=50005506,5%,,,Steam,https://image.directg.net/upload/product/goods_1750323339_simg.jpg,시뮬레이션,전체 이용가
Architect Life - Architect's Home Office,"\3,400","\2,900",https://directg.net/game/game_page.html?product_code=50005507,15%,,,Steam,https://image.directg.net/upload/product/goods_1750323595_simg.jpg,시뮬레이션,전체 이용가
Architect Life - Sketch House Pack,"\5,600","\4,900",https://directg.net/game/game_page.html?product_code=50005508,13%,,,Steam,https://image.directg.net/upload/product/goods_1750323687_simg.jpg,시뮬레이션,전체 이용가
Architect Life - Hobbies Pack,"\8,900","\7,900",https://directg.net/game/game_page.html?product_code=50005509,11%,,,Steam,https://image.directg.net/upload/product/goods_1750323752_simg.jpg,시뮬레이션,전체 이용가
Dead by Daylight: Five Nights at Freddy’s,"\5,500","\5,500",https://directg.net/game/game_page.html?product_code=50005612,0%,,,Steam,https://image.directg.net/upload/product/goods_1753338299_simg.jpg,액션,19세 이용가
Victoria 3: Charters of Commerce,"\22,000","\19,800",https://directg.net/game/game_page.html?product_code=50005495,10%,,,Steam,https://image.directg.net/upload/product/goods_1749790807_simg.jpg,전략,15세 이용가
TRON: Catalyst,"\27,000","\24,800",https://directg.net/game/game_page.html?product_code=50005501,8%,,,Steam,https://image.directg.net/upload/product/goods_1750301306_simg.jpg,액션/어드벤쳐,전체 이용가
The Alters,"\37,500","\34,000",https://directg.net/game/game_page.html?product_code=50005488,9%,,,Steam,https://image.directg.net/upload/product/goods_1749780868_simg.jpg,어드벤쳐,15세 이용가
The Alters: Deluxe Edition,"\53,600","\48,000",https://directg.net/game/game_page.html?product_code=50005489,10%,,,Steam,https://image.directg.net/upload/product/goods_1749781183_simg.jpg,어드벤쳐,15세 이용가
Stellar Blade,"\62,800","\59,500",https://directg.net/game/game_page.html?product_code=50005420,5%,,,Steam,https://image.directg.net/upload/product/goods_1747369057_simg.jpg,액션/어드벤쳐,19세 이용가
Stellar Blade Complete Edition,"\83,800","\79,500",https://directg.net/game/game_page.html?product_code=50005421,5%,,,Steam,https://image.directg.net/upload/product/goods_1747369869_simg.jpg,액션/어드벤쳐,19세 이용가
Across the Obelisk: The Sunken Temple,"\5,600","\5,000",https://directg.net/game/game_page.html?product_code=50005482,11%,,,Steam,https://image.directg.net/upload/product/goods_1749691910_simg.jpg,롤플레잉,15세 이용가
"Across the Obelisk: Tulah, the Spider Queen","\5,600","\5,000",https://directg.net/game/game_page.html?product_code=50005483,11%,,,Steam,https://image.directg.net/upload/product/goods_1749693273_simg.jpg,롤플레잉,15세 이용가
Dune: Awakening,"\49,900","\45,800",https://directg.net/game/game_page.html?product_code=50005456,8%,,,Steam,https://image.directg.net/upload/product/goods_1749438977_simg.jpg,액션/어드벤쳐,19세 이용가
Dune: Awakening Deluxe Edition,"\70,900","\64,800",https://directg.net/game/game_page.html?product_code=50005457,9%,,,Steam,https://image.directg.net/upload/product/goods_1749445620_simg.jpg,액션/어드벤쳐,19세 이용가
Dune: Awakening Ultimate Edition,"\91,900","\83,800",https://directg.net/game/game_page.html?product_code=50005458,9%,,,Steam,https://image.directg.net/upload/product/goods_1749445627_simg.jpg,액션/어드벤쳐,19세 이용가
"Northgard - Gardariki, Clan of the Hippogriff","\5,600","\5,000",https://directg.net/game/game_page.html?product_code=50005459,11%,,,Steam,https://image.directg.net/upload/product/goods_1749447063_simg.jpg,전략,12세 이용가
Lies of P: Overture,"\29,800","\29,800",https://directg.net/game/game_page.html?product_code=50005499,0%,,,Steam,https://image.directg.net/upload/product/goods_1750298584_simg.jpg,액션,19세 이용가
Street Fighter 6 Years 1-2 Fighters Edition,"\69,800","\61,800",https://directg.net/game/game_page.html?product_code=50005455,11%,,,Steam,https://image.directg.net/upload/product/goods_1749100608_simg.jpg,액션,15세 이용가
Fallout 76: Atomic Angler Bundle,"\32,800","\17,000",https://directg.net/game/game_page.html?product_code=50005453,48%,,,Steam,https://image.directg.net/upload/product/goods_1749000728_simg.jpg,롤플레잉,19세 이용가
Spray Paint Simulator,"\16,500","\15,400",https://directg.net/game/game_page.html?product_code=50005513,7%,,,Steam,https://image.directg.net/upload/product/goods_1750386122_simg.jpg,시뮬레이션,전체 이용가
Oddsparks: An Automation Adventure – Deluxe Edition,"\42,900","\38,000",https://directg.net/game/game_page.html?product_code=50005446,11%,,,Steam,https://image.directg.net/upload/product/goods_1748397494_simg.jpg,전략/시뮬레이션,전체 이용가
Granblue Fantasy Versus: Rising - Color Set: Battle Pass Pack 3,"\1,200","\1,000",https://directg.net/game/game_page.html?product_code=50005484,17%,,,Steam,https://image.directg.net/upload/product/goods_1749706696_simg.jpg,액션,12세 이용가
Granblue Fantasy Versus: Rising - Weapon Skin Set: Battle Pass Pack 3,"\3,500","\3,000",https://directg.net/game/game_page.html?product_code=50005485,14%,,,Steam,https://image.directg.net/upload/product/goods_1749706776_simg.jpg,액션,12세 이용가
Granblue Fantasy Versus: Rising - Additional Character Set (Galleon),"\9,500","\8,500",https://directg.net/game/game_page.html?product_code=50005486,11%,,,Steam,https://image.directg.net/upload/product/goods_1749706967_simg.jpg,액션,12세 이용가
Granblue Fantasy Versus: Rising - Character Costume: Sinborne Redeemer (Seox),"\5,800","\5,000",https://directg.net/game/game_page.html?product_code=50005487,14%,,,Steam,https://image.directg.net/upload/product/goods_1749707102_simg.jpg,액션,12세 이용가
Onimusha 2: Samurai's Destiny,"\34,800","\29,300",https://directg.net/game/game_page.html?product_code=50005326,16%,,,Steam,https://image.directg.net/upload/product/goods_1742375847_simg.jpg,액션,19세 이용가
9 Kings,"\19,900","\19,900",https://directg.net/game/game_page.html?product_code=50005418,0%,,,Steam,https://image.directg.net/upload/product/goods_1750729211_simg.jpg,전략,12세 이용가
Blades of Fire,"\63,000","\63,000",https://directg.net/game/game_page.html?product_code=50005433,0%,,,Epic Games,https://image.directg.net/upload/product/goods_1747731283_simg.jpg,액션/어드벤쳐,19세 이용가
Deliver At All Costs,"\47,600","\39,800",https://directg.net/game/game_page.html?product_code=50005434,16%,,,Steam,https://image.directg.net/upload/product/goods_1747733962_simg.jpg,액션/어드벤쳐,15세 이용가
Onimusha 1+2 Pack,"\43,600","\38,500",https://directg.net/game/game_page.html?product_code=50005439,12%,,,Steam,https://image.directg.net/upload/product/goods_1748308913_simg.jpg,액션,19세 이용가
Survive the Fall,"\28,000","\25,800",https://directg.net/game/game_page.html?product_code=50005447,8%,,,Steam,https://image.directg.net/upload/product/goods_1748481191_simg.jpg,액션/어드벤쳐,15세 이용가
Survive the Fall - Ultimate Edition,"\43,500","\39,800",https://directg.net/game/game_page.html?product_code=50005448,9%,,,Steam,https://image.directg.net/upload/product/goods_1748482003_simg.jpg,액션/어드벤쳐,15세 이용가
Survive the Fall - Digital Supporter Edition,"\30,200","\27,800",https://directg.net/game/game_page.html?product_code=50005450,8%,,,Steam,https://image.directg.net/upload/product/goods_1748484832_simg.jpg,액션/어드벤쳐,15세 이용가
Bloodshed,"\14,500","\13,200",https://directg.net/game/game_page.html?product_code=50005533,9%,,,Steam,https://image.directg.net/upload/product/goods_1750905795_simg.jpg,액션,15세 이용가
Monster Train 2,"\27,000","\24,000",https://directg.net/game/game_page.html?product_code=50005435,11%,,,Steam,https://image.directg.net/upload/product/goods_1747877232_simg.jpg,전략/시뮬레이션,15세 이용가
RoadCraft,"\50,000","\50,000",https://directg.net/game/game_page.html?product_code=50005260,0%,,,Steam,https://image.directg.net/upload/product/goods_1740374788_simg.jpg,시뮬레이션,전체 이용가
RoadCraft – Rebuild Edition,"\61,800","\61,800",https://directg.net/game/game_page.html?product_code=50005261,0%,,,Steam,https://image.directg.net/upload/product/goods_1740375552_simg.jpg,시뮬레이션,전체 이용가
Capcom Fighting Collection 2,"\44,800","\39,500",https://directg.net/game/game_page.html?product_code=50005296,12%,,,Steam,https://image.directg.net/upload/product/goods_1741226761_simg.jpg,액션,15세 이용가
Hearts of Iron IV: Prototype Vehicles,"\8,000","\7,200",https://directg.net/game/game_page.html?product_code=50005402,10%,,,Steam,https://image.directg.net/upload/product/goods_1747622979_simg.jpg,전략,12세 이용가
Blacksmith Master,"\19,900","\19,900",https://directg.net/game/game_page.html?product_code=50005410,0%,,,Steam,https://image.directg.net/upload/product/goods_1747018902_simg.jpg,전략/시뮬레이션,전체 이용가
DOOM: The Dark Ages - Premium Upgrade,"\36,000","\25,000",https://directg.net/game/game_page.html?product_code=50005419,31%,,,Steam,https://image.directg.net/upload/product/goods_1747365913_simg.jpg,액션,19세 이용가
DOOM: The Dark Ages,"\79,800","\56,800",https://directg.net/game/game_page.html?product_code=50005189,29%,,,Steam,https://image.directg.net/upload/product/goods_1737681037_simg.jpg,액션,19세 이용가
DOOM: The Dark Ages - Premium Edition,"\114,000","\80,800",https://directg.net/game/game_page.html?product_code=50005190,29%,,,Steam,https://image.directg.net/upload/product/goods_1737681960_simg.jpg,액션,19세 이용가
Revenge of the Savage Planet,"\31,500","\29,800",https://directg.net/game/game_page.html?product_code=50005396,5%,,,Steam,https://image.directg.net/upload/product/goods_1745890607_simg.jpg,액션/어드벤쳐,12세 이용가
Revenge of the Savage Planet Cosmic Hoarder Edition,"\42,000","\39,800",https://directg.net/game/game_page.html?product_code=50005397,5%,,,Steam,https://image.directg.net/upload/product/goods_1745890844_simg.jpg,액션/어드벤쳐,12세 이용가
Vambrace: Dungeon Monarch,"\16,500","\15,400",https://directg.net/game/game_page.html?product_code=50005532,7%,,,Steam,https://image.directg.net/upload/product/goods_1750904835_simg.jpg,전략/시뮬레이션,12세 이용가
Dead by Daylight - Steady Pulse,"\5,500","\2,700",https://directg.net/game/game_page.html?product_code=50005607,51%,,,Steam,https://image.directg.net/upload/product/goods_1753336222_simg.jpg,액션,19세 이용가
Stellaris: BioGenesis,"\28,000","\25,800",https://directg.net/game/game_page.html?product_code=50005337,8%,,,Steam,https://image.directg.net/upload/product/goods_1742866101_simg.jpg,전략,전체 이용가
Astral Ascent - The Outer Reaches,"\11,000","\9,900",https://directg.net/game/game_page.html?product_code=50005415,10%,,,Steam,https://image.directg.net/upload/product/goods_1747099583_simg.jpg,액션,12세 이용가
Crusader Kings III: Khans of the Steppe,"\22,000","\19,800",https://directg.net/game/game_page.html?product_code=50005382,10%,,,Steam,https://image.directg.net/upload/product/goods_1745543556_simg.jpg,전략,19세 이용가
V Rising - Eternal Dominance Pack,"\18,900","\12,800",https://directg.net/game/game_page.html?product_code=50005417,32%,,,Steam,https://image.directg.net/upload/product/goods_1747191639_simg.jpg,액션/어드벤쳐,12세 이용가
Days Gone - Broken Road DLC,"\14,000","\13,000",https://directg.net/game/game_page.html?product_code=50005383,7%,,,Steam,https://image.directg.net/upload/product/goods_1745543120_simg.jpg,액션/어드벤쳐,19세 이용가
Clair Obscur: Expedition 33,"\54,800","\50,800",https://directg.net/game/game_page.html?product_code=50005370,7%,,,Steam,https://image.directg.net/upload/product/goods_1744875626_simg.jpg,액션/RPG,19세 이용가
Clair Obscur: Expedition 33 Deluxe Edition,"\65,700","\60,800",https://directg.net/game/game_page.html?product_code=50005371,7%,,,Steam,https://image.directg.net/upload/product/goods_1744709086_simg.jpg,액션/RPG,19세 이용가
DJMAX RESPECT V - Blue Archive PACK,"\19,800","\17,800",https://directg.net/game/game_page.html?product_code=50005380,10%,,,Steam,https://image.directg.net/upload/product/goods_1745471592_simg.jpg,시뮬레이션,15세 이용가
Once Upon a Puppet,"\27,000","\24,000",https://directg.net/game/game_page.html?product_code=50005398,11%,,,Steam,https://image.directg.net/upload/product/goods_1745894093_simg.jpg,퍼즐,전체 이용가
Beholder: Conductor,"\15,500","\13,800",https://directg.net/game/game_page.html?product_code=50005381,11%,,,Steam,https://image.directg.net/upload/product/goods_1745472128_simg.jpg,어드벤쳐,15세 이용가
The Elder Scrolls IV: Oblivion Remastered,"\55,900","\39,800",https://directg.net/game/game_page.html?product_code=50005442,29%,,,Steam,https://image.directg.net/upload/product/goods_1748394478_simg.jpg,액션/RPG,19세 이용가
The Elder Scrolls IV: Oblivion Remastered - Deluxe Edition,"\69,000","\48,800",https://directg.net/game/game_page.html?product_code=50005443,29%,,,Steam,https://image.directg.net/upload/product/goods_1748394752_simg.jpg,액션/RPG,19세 이용가
The Elder Scrolls IV: Oblivion Remastered - Deluxe Upgrade,"\13,100","\9,900",https://directg.net/game/game_page.html?product_code=50005444,24%,,,Steam,https://image.directg.net/upload/product/goods_1748394998_simg.jpg,액션/RPG,19세 이용가
Steel Seed,"\42,000","\39,800",https://directg.net/game/game_page.html?product_code=50005374,5%,,,Steam,https://image.directg.net/upload/product/goods_1745284992_simg.jpg,액션/어드벤쳐,12세 이용가
Steel Seed Deluxe Edition,"\47,000","\44,000",https://directg.net/game/game_page.html?product_code=50005377,6%,,,Steam,https://image.directg.net/upload/product/goods_1745370249_simg.jpg,액션/어드벤쳐,12세 이용가
Ambulance Life - Bay Side Expansion,"\16,500","\14,800",https://directg.net/game/game_page.html?product_code=50005378,10%,,,Steam,https://image.directg.net/upload/product/goods_1745396436_simg.jpg,시뮬레이션,19세 이용가
LUNAR Remastered Collection,"\69,000","\69,000",https://directg.net/game/game_page.html?product_code=50005354,0%,,,Steam,https://image.directg.net/upload/product/goods_1743993858_simg.jpg,어드벤쳐,15세 이용가
Shikhondo: Youkai Rampage,"\15,000","\15,000",https://directg.net/game/game_page.html?product_code=50005373,0%,,,Steam,https://image.directg.net/upload/product/goods_1745199187_simg.jpg,캐주얼,15세 이용가
GORN 2,"\21,500","\19,800",https://directg.net/game/game_page.html?product_code=50005372,8%,,,Steam,https://image.directg.net/upload/product/goods_1745198053_simg.jpg,액션,19세 이용가
Synergy,"\31,500","\29,800",https://directg.net/game/game_page.html?product_code=50004730,5%,,,Steam,https://image.directg.net/upload/product/goods_1744850821_simg.jpg,시뮬레이션,전체 이용가
Synergy - Supporter Edition,"\37,300","\34,800",https://directg.net/game/game_page.html?product_code=50004741,7%,,,Steam,https://image.directg.net/upload/product/goods_1716341182_simg.jpg,시뮬레이션,전체 이용가
Night is Coming,"\27,000","\24,000",https://directg.net/game/game_page.html?product_code=50005375,11%,,,Steam,https://image.directg.net/upload/product/goods_1745287173_simg.jpg,전략/시뮬레이션,12세 이용가
The Talos Principle: Reawakened,"\42,000","\37,800",https://directg.net/game/game_page.html?product_code=50005366,10%,,,Steam,https://image.directg.net/upload/product/goods_1744261907_simg.jpg,퍼즐,12세 이용가
SNOW BROS. 2 SPECIAL,"\44,800","\43,800",https://directg.net/game/game_page.html?product_code=50005329,2%,,,Steam,https://image.directg.net/upload/product/goods_1742519919_simg.jpg,캐주얼,전체 이용가
Commandos: Origins,"\59,000","\52,000",https://directg.net/game/game_page.html?product_code=50005330,12%,,,Steam,https://image.directg.net/upload/product/goods_1742782252_simg.jpg,전략,15세 이용가
Commandos: Origins - Deluxe Edition,"\70,800","\62,000",https://directg.net/game/game_page.html?product_code=50005331,12%,,,Steam,https://image.directg.net/upload/product/goods_1742782469_simg.jpg,전략,15세 이용가
Dave the Diver: Ichiban’s Holiday Content Pack,"\7,800","\7,000",https://directg.net/game/game_page.html?product_code=50005427,10%,,,Steam,https://image.directg.net/upload/product/goods_1747624398_simg.jpg,어드벤쳐,12세 이용가
Dave the Diver: Ichiban’s Holiday DAVE & ICHIBAN BUNDLE,"\28,600","\25,500",https://directg.net/game/game_page.html?product_code=50005428,11%,,,Steam,https://image.directg.net/upload/product/goods_1747624432_simg.jpg,어드벤쳐,12세 이용가
Sandwalkers,"\25,000","\22,800",https://directg.net/game/game_page.html?product_code=50004754,9%,,,Steam,https://image.directg.net/upload/product/goods_1744159378_simg.jpg,전략,12세 이용가
Eiyuden Chronicle: Hundred Heroes - Story Expansion: The Chapter of Markus,"\8,900","\8,900",https://directg.net/game/game_page.html?product_code=50005353,0%,,,Steam,https://image.directg.net/upload/product/goods_1743729112_simg.jpg,롤플레잉,12세 이용가
The Last of Us Part II Remastered,"\52,800","\49,800",https://directg.net/game/game_page.html?product_code=50005209,6%,,,Steam,https://image.directg.net/upload/product/goods_1738297133_simg.jpg,액션/어드벤쳐,19세 이용가
Dead by Daylight - Tokyo Ghoul,"\5,500","\5,500",https://directg.net/game/game_page.html?product_code=50005613,0%,,,Steam,https://image.directg.net/upload/product/goods_1753338595_simg.jpg,액션,19세 이용가
Age of Wonders 4: Giant Kings,"\28,000","\25,000",https://directg.net/game/game_page.html?product_code=50005348,11%,,,Steam,https://image.directg.net/upload/product/goods_1743413298_simg.jpg,전략,15세 이용가
Victoria 3: Expansion Pass 2,"\39,600","\29,800",https://directg.net/game/game_page.html?product_code=50005349,25%,,,Steam,https://image.directg.net/upload/product/goods_1743470479_simg.jpg,전략,15세 이용가
Rain World: The Watcher,"\16,500","\14,500",https://directg.net/game/game_page.html?product_code=50005347,12%,,,Steam,https://image.directg.net/upload/product/goods_1743388191_simg.jpg,어드벤쳐,12세 이용가
The First Berserker: Khazan,"\64,800","\64,800",https://directg.net/game/game_page.html?product_code=50005159,0%,,,Steam,https://image.directg.net/upload/product/goods_1750987266_simg.jpg,액션/어드벤쳐,19세 이용가
The First Berserker: Khazan Deluxe Edition,"\77,800","\77,800",https://directg.net/game/game_page.html?product_code=50005160,0%,,,Steam,https://image.directg.net/upload/product/goods_1750987276_simg.jpg,액션/어드벤쳐,19세 이용가
Grit and Valor - 1949,"\21,500","\21,500",https://directg.net/game/game_page.html?product_code=50005341,0%,,,Steam,https://image.directg.net/upload/product/goods_1742965780_simg.jpg,액션,15세 이용가
KARMA: The Dark World,"\27,000","\24,300",https://directg.net/game/game_page.html?product_code=50005436,10%,,,Steam,https://image.directg.net/upload/product/goods_1748227378_simg.jpg,어드벤쳐,19세 이용가
Guidus Zero,"\16,500","\15,800",https://directg.net/game/game_page.html?product_code=50005340,4%,,,Steam,https://image.directg.net/upload/product/goods_1742974400_simg.jpg,액션,전체 이용가
Cities: Skylines - Content Creator Pack: Countryside,"\7,000","\6,200",https://directg.net/game/game_page.html?product_code=50005333,11%,,,Steam,https://image.directg.net/upload/product/goods_1742865234_simg.jpg,시뮬레이션,전체 이용가
Cities: Skylines - Content Creator Pack: Emerging Downtown,"\7,000","\6,200",https://directg.net/game/game_page.html?product_code=50005334,11%,,,Steam,https://image.directg.net/upload/product/goods_1742865385_simg.jpg,시뮬레이션,전체 이용가
Cities: Skylines - Harvest Harmony,"\4,500","\4,100",https://directg.net/game/game_page.html?product_code=50005335,9%,,,Steam,https://image.directg.net/upload/product/goods_1742865477_simg.jpg,시뮬레이션,전체 이용가
Cities: Skylines: Downtown to Countryside Bundle,"\15,700","\14,000",https://directg.net/game/game_page.html?product_code=50005336,11%,,,Steam,https://image.directg.net/upload/product/goods_1742887126_simg.jpg,시뮬레이션,전체 이용가
Empires of the Undergrowth - Exploding Ants,"\4,900","\4,900",https://directg.net/game/game_page.html?product_code=50005339,0%,,,Steam,https://image.directg.net/upload/product/goods_1742867666_simg.jpg,전략/시뮬레이션,12세 이용가
Stellaris: Season 09 - Expansion Pass,"\50,000","\45,000",https://directg.net/game/game_page.html?product_code=50005338,10%,,,Steam,https://image.directg.net/upload/product/goods_1742866704_simg.jpg,전략,전체 이용가
Dark Deity 2,"\27,000","\24,000",https://directg.net/game/game_page.html?product_code=50005346,11%,,,Steam,https://image.directg.net/upload/product/goods_1743129611_simg.jpg,전략/시뮬레이션,12세 이용가
Cataclismo,"\29,900","\29,900",https://directg.net/game/game_page.html?product_code=50005332,0%,,,Steam,https://image.directg.net/upload/product/goods_1742807292_simg.jpg,전략/시뮬레이션,12세 이용가
Cities: Skylines II - Atmospheric Piano Channel,"\5,600","\5,000",https://directg.net/game/game_page.html?product_code=50005316,11%,,,Steam,https://image.directg.net/upload/product/goods_1742194598_simg.jpg,시뮬레이션,전체 이용가
Cities: Skylines II - Jade Road Radio,"\5,600","\5,000",https://directg.net/game/game_page.html?product_code=50005317,11%,,,Steam,https://image.directg.net/upload/product/goods_1742194983_simg.jpg,시뮬레이션,전체 이용가
Cities: Skylines II - Feelgood Funk Radio,"\5,600","\5,000",https://directg.net/game/game_page.html?product_code=50005318,11%,,,Steam,https://image.directg.net/upload/product/goods_1742196346_simg.jpg,시뮬레이션,전체 이용가
Cities: Skylines II - Creator Pack: Dragon Gate,"\9,000","\8,500",https://directg.net/game/game_page.html?product_code=50005319,6%,,,Steam,https://image.directg.net/upload/product/goods_1742196975_simg.jpg,시뮬레이션,전체 이용가
Cities: Skylines II - Creator Pack: Mediterranean Heritage,"\9,000","\8,500",https://directg.net/game/game_page.html?product_code=50005320,6%,,,Steam,https://image.directg.net/upload/product/goods_1742197397_simg.jpg,시뮬레이션,전체 이용가
Cities: Skylines II - Creator Pack: Leisure Venues,"\9,000","\8,500",https://directg.net/game/game_page.html?product_code=50005321,6%,,,Steam,https://image.directg.net/upload/product/goods_1742197646_simg.jpg,시뮬레이션,전체 이용가
Cities: Skylines II - Leisure & Legacy Bundle,"\28,000","\25,000",https://directg.net/game/game_page.html?product_code=50005325,11%,,,Steam,https://image.directg.net/upload/product/goods_1742289654_simg.jpg,시뮬레이션,전체 이용가
WWE 2K25,"\69,800","\59,800",https://directg.net/game/game_page.html?product_code=50005210,14%,,,Steam,https://image.directg.net/upload/product/goods_1738566532_simg.jpg,스포츠,15세 이용가
WWE 2K25 Deadman Edition,"\118,900","\99,800",https://directg.net/game/game_page.html?product_code=50005211,16%,,,Steam,https://image.directg.net/upload/product/goods_1738567053_simg.jpg,스포츠,15세 이용가
WWE 2K25 The Bloodline Edition,"\149,800","\125,800",https://directg.net/game/game_page.html?product_code=50005212,16%,,,Steam,https://image.directg.net/upload/product/goods_1738567446_simg.jpg,스포츠,15세 이용가
Eiyuden Chronicle: Hundred Heroes - Story Expansion: The Chapter of Seign,"\8,900","\8,900",https://directg.net/game/game_page.html?product_code=50005315,0%,,,Steam,https://image.directg.net/upload/product/goods_1741922876_simg.jpg,롤플레잉,12세 이용가
Dying Light: Definitive 10th Anniversary Edition,"\54,800","\49,800",https://directg.net/game/game_page.html?product_code=50003156,9%,,,Steam,https://image.directg.net/upload/product/goods_1753666146_simg.jpg,액션,19세 이용가
Crusader Kings III: Chapter IV,"\48,800","\44,000",https://directg.net/game/game_page.html?product_code=50005311,10%,,,Steam,https://image.directg.net/upload/product/goods_1741842590_simg.jpg,전략,19세 이용가
MainFrames,"\14,500","\13,200",https://directg.net/game/game_page.html?product_code=50005297,9%,,,Steam,https://image.directg.net/upload/product/goods_1741239172_simg.jpg,어드벤쳐,15세 이용가
Dragonkin: The Banished,"\27,000","\23,000",https://directg.net/game/game_page.html?product_code=50005288,15%,,,Steam,https://image.directg.net/upload/product/goods_1741680901_simg.jpg,액션/RPG,15세 이용가
Tropico 6 - Return to Nature,"\15,300","\13,200",https://directg.net/game/game_page.html?product_code=50005292,14%,,,Steam,https://image.directg.net/upload/product/goods_1741075018_simg.jpg,시뮬레이션,15세 이용가
Two Point Museum,"\38,000","\34,000",https://directg.net/game/game_page.html?product_code=50004943,11%,,,Steam,https://image.directg.net/upload/product/goods_1727320940_simg.jpg,시뮬레이션,전체 이용가
Two Point Museum Explorer Edition,"\49,800","\44,000",https://directg.net/game/game_page.html?product_code=50004944,12%,,,Steam,https://image.directg.net/upload/product/goods_1727329101_simg.jpg,시뮬레이션,전체 이용가
Hearts of Iron IV: Graveyard of Empires,"\17,000","\15,400",https://directg.net/game/game_page.html?product_code=50005290,9%,,,Steam,https://image.directg.net/upload/product/goods_1740710288_simg.jpg,전략,12세 이용가
Old World - Wrath of Gods,"\9,900","\9,900",https://directg.net/game/game_page.html?product_code=50005262,0%,,,Steam,https://image.directg.net/upload/product/goods_1740386510_simg.jpg,전략/시뮬레이션,12세 이용가
Monster Hunter Wilds,"\84,800","\52,800",https://directg.net/game/game_page.html?product_code=50005291,38%,,,Steam,https://image.directg.net/upload/product/goods_1741058698_simg.jpg,액션,15세 이용가
Monster Hunter Wilds Deluxe Pack,품절,품절,https://directg.net/game/game_page.html?product_code=50005408,0%,,,Steam,https://image.directg.net/upload/product/goods_1747014747_simg.jpg,액션,15세 이용가
Monster Hunter Wilds - Blossomdance DLC Pack,"\18,100","\15,400",https://directg.net/game/game_page.html?product_code=50005409,15%,,,Steam,https://image.directg.net/upload/product/goods_1747015385_simg.jpg,액션,15세 이용가
